model_label,grammar,layer,head,seed,request_id,from_occurrence,to_occurrence,query_output_token_index,source_index,source_city,region,is_target,raw_attention_mass
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,2,Belgrade,needle_record,False,0.02827901393175125
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,3,Lahore,needle_record,False,0.16012509167194366
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,4,Nagoya,needle_record,False,0.2328239381313324
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,5,Osaka,needle_record,True,0.19778484106063843
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,6,Astana,needle_record,False,0.021882575005292892
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,7,Shenzhen,needle_record,False,0.04298163205385208
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,8,Kyoto,needle_record,False,0.02231818065047264
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,9,Lyon,needle_record,False,0.03597158193588257
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,10,Budapest,needle_record,False,0.011169478297233582
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,4,5,229,,,non_needle_context,False,0.243430876173079
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,1,Amsterdam,needle_record,False,0.003917722962796688
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,2,Belgrade,needle_record,False,0.011637957766652107
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,3,Lahore,needle_record,False,0.05236088111996651
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,4,Nagoya,needle_record,False,0.09688390046358109
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,5,Osaka,needle_record,False,0.24154365062713623
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,6,Astana,needle_record,False,0.08895003795623779
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,7,Shenzhen,needle_record,True,0.09800010919570923
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,8,Kyoto,needle_record,False,0.004238667897880077
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,9,Lyon,needle_record,False,0.05048946663737297
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,10,Budapest,needle_record,False,0.03539934381842613
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,6,7,303,,,non_needle_context,False,0.3170614168047905
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,1,Amsterdam,needle_record,False,0.004480963572859764
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,2,Belgrade,needle_record,False,0.006257101893424988
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,3,Lahore,needle_record,False,0.015464593656361103
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,4,Nagoya,needle_record,False,0.026159774512052536
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,5,Osaka,needle_record,False,0.06460818648338318
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,6,Astana,needle_record,False,0.032947029918432236
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,7,Shenzhen,needle_record,False,0.19170404970645905
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,8,Kyoto,needle_record,True,0.010203101672232151
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,9,Lyon,needle_record,False,0.06711301952600479
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,10,Budapest,needle_record,False,0.02838313952088356
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,7,8,340,,,non_needle_context,False,0.5523603335022926
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,1,Amsterdam,needle_record,False,0.0038338853046298027
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,2,Belgrade,needle_record,False,0.004307082388550043
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,3,Lahore,needle_record,False,0.031545933336019516
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,4,Nagoya,needle_record,False,0.006105802487581968
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,5,Osaka,needle_record,False,0.04713459685444832
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,6,Astana,needle_record,False,0.015449751168489456
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,7,Shenzhen,needle_record,False,0.035279907286167145
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,8,Kyoto,needle_record,False,0.03793538734316826
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,9,Lyon,needle_record,True,0.4713665544986725
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,10,Budapest,needle_record,False,0.09125977754592896
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,8,9,378,,,non_needle_context,False,0.2550257733091712
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,1,Amsterdam,needle_record,False,0.0017976416274905205
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,2,Belgrade,needle_record,False,0.002084803767502308
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,3,Lahore,needle_record,False,0.010420894250273705
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,4,Nagoya,needle_record,False,0.0039276909083127975
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,5,Osaka,needle_record,False,0.045083556324243546
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,6,Astana,needle_record,False,0.08757898211479187
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,7,Shenzhen,needle_record,False,0.10119076073169708
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,8,Kyoto,needle_record,False,0.01560463011264801
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,9,Lyon,needle_record,False,0.08317005634307861
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,10,Budapest,needle_record,True,0.19116531312465668
Gemma4-E4B,adjacent_rank_after_city,17,2,1240,Gemma4-E4B/native_thinking/v5/V4_4_T10000_N10_seed1240,9,10,416,,,non_needle_context,False,0.4582466334104538
