request_id,stimulus_id,seed,model_label,model_id,target_passage_tokens,model_passage_tokens,model_input_tokens,num_needles,density_per_1k,prompt_mode,thinking_enabled,query_order,exact_correct,parse_success,format_failure,truncated,parse_status,finish_reason,gold_count,predicted_count,absolute_error,normalized_absolute_error,signed_error,output_tokens,error_category,missing_pairs_n,hallucinated_pairs_n,duplicate_listed_pairs_n,listed_records_n,listed_total_matches_length,pair_precision,pair_recall,pair_f1,source_file,source_line,T,N,log_length,log_needles,density_per_1k_recomputed,log_density,log_burden,needle_linear,needle_hinge,log_interaction,log_length_sq,log_needles_sq,t_is_2000,t_is_10000,t2000_log_needles,t10000_log_needles,cell_id
Qwen3-1.7B/native_thinking/query_last/T10000_N4_seed1237,T10000_N4_seed1237,1237,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,4,0.4,native_thinking,1,query_last,1,1,0,0,ok,stop,4,4.0,0.0,0.0,0.0,389,correct,4,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,784,10000,4,0.6931471805599453,-0.2231435513142097,0.4,-0.916290731874155,0.4700036292457356,-0.2,0.0,-0.15467132345357792,0.4804530139182014,0.04979304449311734,0.0,1.0,-0.0,-0.2231435513142097,T10000_N4
Qwen3-1.7B/native_thinking/query_last/T10000_N4_seed1238,T10000_N4_seed1238,1238,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,4,0.4,native_thinking,1,query_last,0,1,0,0,ok,stop,4,7.0,3.0,0.75,3.0,2345,overcount,4,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,785,10000,4,0.6931471805599453,-0.2231435513142097,0.4,-0.916290731874155,0.4700036292457356,-0.2,0.0,-0.15467132345357792,0.4804530139182014,0.04979304449311734,0.0,1.0,-0.0,-0.2231435513142097,T10000_N4
Qwen3-1.7B/native_thinking/query_last/T10000_N5_seed1234,T10000_N5_seed1234,1234,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,5,0.5,native_thinking,1,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,434,correct,5,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,786,10000,5,0.6931471805599453,0.0,0.5,-0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.4804530139182014,0.0,0.0,1.0,0.0,0.0,T10000_N5
Qwen3-1.7B/native_thinking/query_last/T10000_N5_seed1235,T10000_N5_seed1235,1235,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10073,5,0.5,native_thinking,1,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,311,correct,5,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,787,10000,5,0.6931471805599453,0.0,0.5,-0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.4804530139182014,0.0,0.0,1.0,0.0,0.0,T10000_N5
Qwen3-1.7B/native_thinking/query_last/T10000_N5_seed1236,T10000_N5_seed1236,1236,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,5,0.5,native_thinking,1,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,463,correct,5,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,788,10000,5,0.6931471805599453,0.0,0.5,-0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.4804530139182014,0.0,0.0,1.0,0.0,0.0,T10000_N5
Qwen3-1.7B/native_thinking/query_last/T10000_N5_seed1237,T10000_N5_seed1237,1237,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,5,0.5,native_thinking,1,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,409,correct,5,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,789,10000,5,0.6931471805599453,0.0,0.5,-0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.4804530139182014,0.0,0.0,1.0,0.0,0.0,T10000_N5
Qwen3-1.7B/native_thinking/query_last/T10000_N5_seed1238,T10000_N5_seed1238,1238,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,5,0.5,native_thinking,1,query_last,1,1,0,0,ok,stop,5,5.0,0.0,0.0,0.0,920,correct,5,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,790,10000,5,0.6931471805599453,0.0,0.5,-0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.4804530139182014,0.0,0.0,1.0,0.0,0.0,T10000_N5
Qwen3-1.7B/native_thinking/query_last/T10000_N6_seed1234,T10000_N6_seed1234,1234,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,6,0.6,native_thinking,1,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,882,correct,6,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,791,10000,6,0.6931471805599453,0.1823215567939546,0.6,-0.5108256237659907,0.8754687373538999,0.2,0.1823215567939546,0.12637567304702957,0.4804530139182014,0.03324115007177121,0.0,1.0,0.0,0.1823215567939546,T10000_N6
Qwen3-1.7B/native_thinking/query_last/T10000_N6_seed1235,T10000_N6_seed1235,1235,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,6,0.6,native_thinking,1,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,599,correct,6,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,792,10000,6,0.6931471805599453,0.1823215567939546,0.6,-0.5108256237659907,0.8754687373538999,0.2,0.1823215567939546,0.12637567304702957,0.4804530139182014,0.03324115007177121,0.0,1.0,0.0,0.1823215567939546,T10000_N6
Qwen3-1.7B/native_thinking/query_last/T10000_N6_seed1236,T10000_N6_seed1236,1236,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10073,6,0.6,native_thinking,1,query_last,0,1,0,0,ok,stop,6,5.0,1.0,0.1666666666666666,-1.0,372,undercount,6,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,793,10000,6,0.6931471805599453,0.1823215567939546,0.6,-0.5108256237659907,0.8754687373538999,0.2,0.1823215567939546,0.12637567304702957,0.4804530139182014,0.03324115007177121,0.0,1.0,0.0,0.1823215567939546,T10000_N6
Qwen3-1.7B/native_thinking/query_last/T10000_N6_seed1237,T10000_N6_seed1237,1237,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,6,0.6,native_thinking,1,query_last,1,1,0,0,ok,stop,6,6.0,0.0,0.0,0.0,504,correct,6,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,794,10000,6,0.6931471805599453,0.1823215567939546,0.6,-0.5108256237659907,0.8754687373538999,0.2,0.1823215567939546,0.12637567304702957,0.4804530139182014,0.03324115007177121,0.0,1.0,0.0,0.1823215567939546,T10000_N6
Qwen3-1.7B/native_thinking/query_last/T10000_N6_seed1238,T10000_N6_seed1238,1238,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,6,0.6,native_thinking,1,query_last,0,1,0,0,ok,stop,6,5.0,1.0,0.1666666666666666,-1.0,309,undercount,6,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,795,10000,6,0.6931471805599453,0.1823215567939546,0.6,-0.5108256237659907,0.8754687373538999,0.2,0.1823215567939546,0.12637567304702957,0.4804530139182014,0.03324115007177121,0.0,1.0,0.0,0.1823215567939546,T10000_N6
Qwen3-1.7B/native_thinking/query_last/T10000_N8_seed1234,T10000_N8_seed1234,1234,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,8,0.8,native_thinking,1,query_last,0,1,0,0,ok,stop,8,6.0,2.0,0.25,-2.0,389,undercount,8,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,796,10000,8,0.6931471805599453,0.47000362924573563,0.8,-0.2231435513142097,1.1631508098056809,0.6,0.47000362924573563,0.3257816904646235,0.4804530139182014,0.22090341150416293,0.0,1.0,0.0,0.47000362924573563,T10000_N8
Qwen3-1.7B/native_thinking/query_last/T10000_N8_seed1235,T10000_N8_seed1235,1235,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,8,0.8,native_thinking,1,query_last,0,1,0,0,ok,stop,8,7.0,1.0,0.125,-1.0,431,undercount,8,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,797,10000,8,0.6931471805599453,0.47000362924573563,0.8,-0.2231435513142097,1.1631508098056809,0.6,0.47000362924573563,0.3257816904646235,0.4804530139182014,0.22090341150416293,0.0,1.0,0.0,0.47000362924573563,T10000_N8
Qwen3-1.7B/native_thinking/query_last/T10000_N8_seed1236,T10000_N8_seed1236,1236,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,8,0.8,native_thinking,1,query_last,0,1,0,0,ok,stop,8,7.0,1.0,0.125,-1.0,720,undercount,8,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,798,10000,8,0.6931471805599453,0.47000362924573563,0.8,-0.2231435513142097,1.1631508098056809,0.6,0.47000362924573563,0.3257816904646235,0.4804530139182014,0.22090341150416293,0.0,1.0,0.0,0.47000362924573563,T10000_N8
Qwen3-1.7B/native_thinking/query_last/T10000_N8_seed1237,T10000_N8_seed1237,1237,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,8,0.8,native_thinking,1,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,825,correct,8,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,799,10000,8,0.6931471805599453,0.47000362924573563,0.8,-0.2231435513142097,1.1631508098056809,0.6,0.47000362924573563,0.3257816904646235,0.4804530139182014,0.22090341150416293,0.0,1.0,0.0,0.47000362924573563,T10000_N8
Qwen3-1.7B/native_thinking/query_last/T10000_N8_seed1238,T10000_N8_seed1238,1238,Qwen3-1.7B,Qwen/Qwen3-1.7B,10000,10000,10074,8,0.8,native_thinking,1,query_last,1,1,0,0,ok,stop,8,8.0,0.0,0.0,0.0,698,correct,8,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,800,10000,8,0.6931471805599453,0.47000362924573563,0.8,-0.2231435513142097,1.1631508098056809,0.6,0.47000362924573563,0.3257816904646235,0.4804530139182014,0.22090341150416293,0.0,1.0,0.0,0.47000362924573563,T10000_N8
Qwen3-1.7B/native_thinking/query_last/T2000_N10_seed1234,T2000_N10_seed1234,1234,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,10,5.0,native_thinking,1,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,316,correct,10,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,801,2000,10,-0.916290731874155,0.6931471805599453,5.0,1.6094379124341003,-0.2231435513142097,1.0,0.6931471805599453,-0.6351243373717793,0.8395887053184746,0.4804530139182014,1.0,0.0,0.6931471805599453,0.0,T2000_N10
Qwen3-1.7B/native_thinking/query_last/T2000_N10_seed1235,T2000_N10_seed1235,1235,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,10,5.0,native_thinking,1,query_last,0,1,0,0,ok,stop,10,7.0,3.0,0.3,-3.0,359,undercount,10,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,802,2000,10,-0.916290731874155,0.6931471805599453,5.0,1.6094379124341003,-0.2231435513142097,1.0,0.6931471805599453,-0.6351243373717793,0.8395887053184746,0.4804530139182014,1.0,0.0,0.6931471805599453,0.0,T2000_N10
Qwen3-1.7B/native_thinking/query_last/T2000_N10_seed1236,T2000_N10_seed1236,1236,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,10,5.0,native_thinking,1,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,331,correct,10,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,803,2000,10,-0.916290731874155,0.6931471805599453,5.0,1.6094379124341003,-0.2231435513142097,1.0,0.6931471805599453,-0.6351243373717793,0.8395887053184746,0.4804530139182014,1.0,0.0,0.6931471805599453,0.0,T2000_N10
Qwen3-1.7B/native_thinking/query_last/T2000_N10_seed1237,T2000_N10_seed1237,1237,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,10,5.0,native_thinking,1,query_last,1,1,0,0,ok,stop,10,10.0,0.0,0.0,0.0,398,correct,10,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,804,2000,10,-0.916290731874155,0.6931471805599453,5.0,1.6094379124341003,-0.2231435513142097,1.0,0.6931471805599453,-0.6351243373717793,0.8395887053184746,0.4804530139182014,1.0,0.0,0.6931471805599453,0.0,T2000_N10
Qwen3-1.7B/native_thinking/query_last/T2000_N10_seed1238,T2000_N10_seed1238,1238,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,10,5.0,native_thinking,1,query_last,0,1,0,0,ok,stop,10,8.0,2.0,0.2,-2.0,339,undercount,10,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,805,2000,10,-0.916290731874155,0.6931471805599453,5.0,1.6094379124341003,-0.2231435513142097,1.0,0.6931471805599453,-0.6351243373717793,0.8395887053184746,0.4804530139182014,1.0,0.0,0.6931471805599453,0.0,T2000_N10
Qwen3-1.7B/native_thinking/query_last/T2000_N1_seed1234,T2000_N1_seed1234,1234,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,1,0.5,native_thinking,1,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,293,correct,1,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,806,2000,1,-0.916290731874155,-1.6094379124341003,0.5,-0.6931471805599453,-2.525728644308255,-0.8,0.0,1.474713042690254,0.8395887053184746,2.5902903939802346,1.0,0.0,-1.6094379124341003,-0.0,T2000_N1
Qwen3-1.7B/native_thinking/query_last/T2000_N1_seed1235,T2000_N1_seed1235,1235,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,1,0.5,native_thinking,1,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,421,correct,1,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,807,2000,1,-0.916290731874155,-1.6094379124341003,0.5,-0.6931471805599453,-2.525728644308255,-0.8,0.0,1.474713042690254,0.8395887053184746,2.5902903939802346,1.0,0.0,-1.6094379124341003,-0.0,T2000_N1
Qwen3-1.7B/native_thinking/query_last/T2000_N1_seed1236,T2000_N1_seed1236,1236,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,1,0.5,native_thinking,1,query_last,0,1,0,0,ok,stop,1,2.0,1.0,1.0,1.0,1298,overcount,1,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,808,2000,1,-0.916290731874155,-1.6094379124341003,0.5,-0.6931471805599453,-2.525728644308255,-0.8,0.0,1.474713042690254,0.8395887053184746,2.5902903939802346,1.0,0.0,-1.6094379124341003,-0.0,T2000_N1
Qwen3-1.7B/native_thinking/query_last/T2000_N1_seed1237,T2000_N1_seed1237,1237,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,1,0.5,native_thinking,1,query_last,1,1,0,0,ok,stop,1,1.0,0.0,0.0,0.0,249,correct,1,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,809,2000,1,-0.916290731874155,-1.6094379124341003,0.5,-0.6931471805599453,-2.525728644308255,-0.8,0.0,1.474713042690254,0.8395887053184746,2.5902903939802346,1.0,0.0,-1.6094379124341003,-0.0,T2000_N1
Qwen3-1.7B/native_thinking/query_last/T2000_N1_seed1238,T2000_N1_seed1238,1238,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,1,0.5,native_thinking,1,query_last,0,0,1,1,parse_fail,length,1,,,,,4096,truncation,1,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,810,2000,1,-0.916290731874155,-1.6094379124341003,0.5,-0.6931471805599453,-2.525728644308255,-0.8,0.0,1.474713042690254,0.8395887053184746,2.5902903939802346,1.0,0.0,-1.6094379124341003,-0.0,T2000_N1
Qwen3-1.7B/native_thinking/query_last/T2000_N20_seed1234,T2000_N20_seed1234,1234,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,20,10.0,native_thinking,1,query_last,0,1,0,0,ok,stop,20,16.0,4.0,0.2,-4.0,846,undercount,20,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,811,2000,20,-0.916290731874155,1.3862943611198906,10.0,2.302585092994046,0.4700036292457356,3.0,1.3862943611198906,-1.2702486747435586,0.8395887053184746,1.9218120556728056,1.0,0.0,1.3862943611198906,0.0,T2000_N20
Qwen3-1.7B/native_thinking/query_last/T2000_N20_seed1235,T2000_N20_seed1235,1235,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,20,10.0,native_thinking,1,query_last,0,1,0,0,ok,stop,20,14.0,6.0,0.3,-6.0,1065,undercount,20,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,812,2000,20,-0.916290731874155,1.3862943611198906,10.0,2.302585092994046,0.4700036292457356,3.0,1.3862943611198906,-1.2702486747435586,0.8395887053184746,1.9218120556728056,1.0,0.0,1.3862943611198906,0.0,T2000_N20
Qwen3-1.7B/native_thinking/query_last/T2000_N20_seed1236,T2000_N20_seed1236,1236,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,20,10.0,native_thinking,1,query_last,0,1,0,0,ok,stop,20,16.0,4.0,0.2,-4.0,547,undercount,20,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,813,2000,20,-0.916290731874155,1.3862943611198906,10.0,2.302585092994046,0.4700036292457356,3.0,1.3862943611198906,-1.2702486747435586,0.8395887053184746,1.9218120556728056,1.0,0.0,1.3862943611198906,0.0,T2000_N20
Qwen3-1.7B/native_thinking/query_last/T2000_N20_seed1237,T2000_N20_seed1237,1237,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,20,10.0,native_thinking,1,query_last,0,1,0,0,ok,stop,20,18.0,2.0,0.1,-2.0,812,undercount,20,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,814,2000,20,-0.916290731874155,1.3862943611198906,10.0,2.302585092994046,0.4700036292457356,3.0,1.3862943611198906,-1.2702486747435586,0.8395887053184746,1.9218120556728056,1.0,0.0,1.3862943611198906,0.0,T2000_N20
Qwen3-1.7B/native_thinking/query_last/T2000_N20_seed1238,T2000_N20_seed1238,1238,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,20,10.0,native_thinking,1,query_last,0,1,0,0,ok,stop,20,15.0,5.0,0.25,-5.0,602,undercount,20,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,815,2000,20,-0.916290731874155,1.3862943611198906,10.0,2.302585092994046,0.4700036292457356,3.0,1.3862943611198906,-1.2702486747435586,0.8395887053184746,1.9218120556728056,1.0,0.0,1.3862943611198906,0.0,T2000_N20
Qwen3-1.7B/native_thinking/query_last/T2000_N2_seed1234,T2000_N2_seed1234,1234,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,2,1.0,native_thinking,1,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,154,correct,2,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,816,2000,2,-0.916290731874155,-0.916290731874155,1.0,0.0,-1.83258146374831,-0.6,0.0,0.8395887053184746,0.8395887053184746,0.8395887053184746,1.0,0.0,-0.916290731874155,-0.0,T2000_N2
Qwen3-1.7B/native_thinking/query_last/T2000_N2_seed1235,T2000_N2_seed1235,1235,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,2,1.0,native_thinking,1,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,342,correct,2,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,817,2000,2,-0.916290731874155,-0.916290731874155,1.0,0.0,-1.83258146374831,-0.6,0.0,0.8395887053184746,0.8395887053184746,0.8395887053184746,1.0,0.0,-0.916290731874155,-0.0,T2000_N2
Qwen3-1.7B/native_thinking/query_last/T2000_N2_seed1236,T2000_N2_seed1236,1236,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2073,2,1.0,native_thinking,1,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,225,correct,2,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,818,2000,2,-0.916290731874155,-0.916290731874155,1.0,0.0,-1.83258146374831,-0.6,0.0,0.8395887053184746,0.8395887053184746,0.8395887053184746,1.0,0.0,-0.916290731874155,-0.0,T2000_N2
Qwen3-1.7B/native_thinking/query_last/T2000_N2_seed1237,T2000_N2_seed1237,1237,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,2,1.0,native_thinking,1,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,209,correct,2,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,819,2000,2,-0.916290731874155,-0.916290731874155,1.0,0.0,-1.83258146374831,-0.6,0.0,0.8395887053184746,0.8395887053184746,0.8395887053184746,1.0,0.0,-0.916290731874155,-0.0,T2000_N2
Qwen3-1.7B/native_thinking/query_last/T2000_N2_seed1238,T2000_N2_seed1238,1238,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,2,1.0,native_thinking,1,query_last,1,1,0,0,ok,stop,2,2.0,0.0,0.0,0.0,268,correct,2,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,820,2000,2,-0.916290731874155,-0.916290731874155,1.0,0.0,-1.83258146374831,-0.6,0.0,0.8395887053184746,0.8395887053184746,0.8395887053184746,1.0,0.0,-0.916290731874155,-0.0,T2000_N2
Qwen3-1.7B/native_thinking/query_last/T2000_N30_seed1234,T2000_N30_seed1234,1234,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,30,15.0,native_thinking,1,query_last,0,1,0,0,ok,stop,30,27.0,3.0,0.1,-3.0,743,undercount,30,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,821,2000,30,-0.916290731874155,1.791759469228055,15.0,2.70805020110221,0.8754687373539,5.0,1.791759469228055,-1.641772595401422,0.8395887053184746,3.210401995568401,1.0,0.0,1.791759469228055,0.0,T2000_N30
Qwen3-1.7B/native_thinking/query_last/T2000_N30_seed1235,T2000_N30_seed1235,1235,Qwen3-1.7B,Qwen/Qwen3-1.7B,2000,2000,2074,30,15.0,native_thinking,1,query_last,0,1,0,0,ok,stop,30,18.0,12.0,0.4,-12.0,1904,undercount,30,0,0,0,,,0.0,,C:\Users\HP\AppData\Local\Temp\rniah_report_20260724\runs\realistic_niah_v1\six_models_formal_20260723T194300Z\Qwen3-1.7B\main\requests.jsonl,822,2000,30,-0.916290731874155,1.791759469228055,15.0,2.70805020110221,0.8754687373539,5.0,1.791759469228055,-1.641772595401422,0.8395887053184746,3.210401995568401,1.0,0.0,1.791759469228055,0.0,T2000_N30
