target,model_label,prompt_mode,candidate,scheme,fold,n_test,log_loss,brier,mae,rmse
exact,Qwen3-8B,native_thinking,log_density,needle,N=4,15,0.014391496288013133,0.00024026640675589868,,
exact,Qwen3-8B,native_thinking,log_density,needle,N=5,15,0.016741958702930555,0.0003249482968547603,,
exact,Qwen3-8B,native_thinking,log_density,needle,N=6,15,0.3425534644581138,0.06589814832166058,,
exact,Qwen3-8B,native_thinking,log_density,needle,N=8,15,0.023317247889718545,0.0006311195681742855,,
exact,Qwen3-8B,native_thinking,log_density,needle,N=10,15,0.027623026138471934,0.0008877349519695402,,
exact,Qwen3-8B,native_thinking,log_density,needle,N=20,15,0.27051382261732504,0.06424406848818588,,
exact,Qwen3-8B,native_thinking,log_density,needle,N=30,15,0.2599729126292745,0.06392563398298053,,
exact,Qwen3-8B,native_thinking,log_density,length,T=2000,50,0.1790105013815898,0.049211076124518624,,
exact,Qwen3-8B,native_thinking,log_density,length,T=5000,50,0.5623496577043561,0.05998977084838459,,
exact,Qwen3-8B,native_thinking,log_density,length,T=10000,50,0.01721181641227165,0.0003539569647281758,,
exact,Qwen3-8B,native_thinking,log_burden,seed,seed=1234,30,0.3174485603676119,0.06545644185208556,,
exact,Qwen3-8B,native_thinking,log_burden,seed,seed=1235,30,0.025725844585606443,0.0013086105925885093,,
exact,Qwen3-8B,native_thinking,log_burden,seed,seed=1236,30,0.025725844585606443,0.0013086105925885093,,
exact,Qwen3-8B,native_thinking,log_burden,seed,seed=1237,30,0.1855215522102502,0.03402793881991558,,
exact,Qwen3-8B,native_thinking,log_burden,seed,seed=1238,30,0.025725844585606443,0.0013086105925885093,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=1,15,0.0037353389822015214,1.7249237347753878e-05,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=2,15,0.00684337164722446,5.731968039685588e-05,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=3,15,0.009671564746634602,0.0001137984928680034,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=4,15,0.0123272634844612,0.00018415191575342935,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=5,15,0.014876156483757818,0.0002674805340780803,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=6,15,0.3485897006934002,0.06595639615570233,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=8,15,0.022280825148220103,0.0005979385329992487,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=10,15,0.02728168688234684,0.0008961630556330659,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=20,15,0.2617112107592972,0.0638521317504051,,
exact,Qwen3-8B,native_thinking,log_burden,needle,N=30,15,0.2515889150293435,0.06376401263561647,,
exact,Qwen3-8B,native_thinking,log_burden,length,T=2000,50,0.013356662553766312,0.00024459581268587125,,
exact,Qwen3-8B,native_thinking,log_burden,length,T=5000,50,0.5575317629111064,0.0599889355798052,,
exact,Qwen3-8B,native_thinking,log_burden,length,T=10000,50,0.14433231024574483,0.03644486529870295,,
exact,Qwen3-8B,native_thinking,log_separable,seed,seed=1234,30,0.3206954683084206,0.0655171522032653,,
exact,Qwen3-8B,native_thinking,log_separable,seed,seed=1235,30,0.02582949995022222,0.001496693821123243,,
exact,Qwen3-8B,native_thinking,log_separable,seed,seed=1236,30,0.02582949995022222,0.001496693821123243,,
exact,Qwen3-8B,native_thinking,log_separable,seed,seed=1237,30,0.227049543397953,0.03463405098761917,,
exact,Qwen3-8B,native_thinking,log_separable,seed,seed=1238,30,0.02582949995022222,0.001496693821123243,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=1,15,0.0013493934661751783,1.843357991801581e-06,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=2,15,0.0033158623490613455,1.1107999718384789e-05,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=3,15,0.005577585127197452,3.1355727512971084e-05,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=4,15,0.008015392754497743,6.459214382142789e-05,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=5,15,0.010571838454079493,0.00011206913645420347,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=6,15,0.42516870724998995,0.06643756980367949,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=8,15,0.01879192555868924,0.00035112133206124946,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=10,15,0.024786937307059595,0.0006071433618305789,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=20,15,0.25106457181230024,0.06282547650555088,,
exact,Qwen3-8B,native_thinking,log_separable,needle,N=30,15,0.2533486001651221,0.06371331579959254,,
exact,Qwen3-8B,native_thinking,log_separable,length,T=2000,50,1.85762441981154,0.6215257712923679,,
exact,Qwen3-8B,native_thinking,log_separable,length,T=5000,50,0.5607174188924456,0.059989498569893,,
exact,Qwen3-8B,native_thinking,log_separable,length,T=10000,50,0.7627051752531284,0.27036543225146803,,
exact,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1234,30,0.3895953580402123,0.06629322192492292,,
exact,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1235,30,0.025832897606058478,0.0014929589933624049,,
exact,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1236,30,0.025832897606058478,0.0014929589933624049,,
exact,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1237,30,0.20813770240261398,0.03455323796333136,,
exact,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1238,30,0.025832897606058485,0.0014929589933624062,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=1,15,0.007628923968062095,5.853613954968779e-05,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=2,15,0.008355547122795461,7.0165153446065e-05,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=3,15,0.009148548968181989,8.404673019535915e-05,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=4,15,0.010013953872215878,0.00010060975864094592,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=5,15,0.010958511981055179,0.00012036758110838334,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=6,15,0.39077473887578107,0.06627992098507045,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=8,15,0.014349184640603965,0.00020565829483044253,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=10,15,0.01718014499234976,0.00029395658814881925,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=20,15,0.2625463802322647,0.06359746791917513,,
exact,Qwen3-8B,native_thinking,semi_log_needles,needle,N=30,15,0.3434574472819379,0.08974634379446972,,
exact,Qwen3-8B,native_thinking,semi_log_needles,length,T=2000,50,2.0009883286744157,0.7023231922433288,,
exact,Qwen3-8B,native_thinking,semi_log_needles,length,T=5000,50,0.5888228926830693,0.05999270798859226,,
exact,Qwen3-8B,native_thinking,semi_log_needles,length,T=10000,50,0.7940814111843914,0.27667773650897115,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1234,30,0.4339745535866151,0.06655927660510831,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1235,30,0.025778886787055363,0.001413590060662007,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1236,30,0.025778886787055363,0.001413590060662007,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1237,30,0.23026011744691652,0.03466778264360418,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1238,30,0.025778886787055328,0.0014135900606620066,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=1,15,9.120571530591908e-05,8.431802090807754e-09,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=2,15,0.0009040965369411062,8.27824871030602e-07,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=3,15,0.003243737185478836,1.0630260890132292e-05,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=4,15,0.0073507650125253345,5.435823953560473e-05,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=5,15,0.016242792681759252,0.0002629759505100903,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=6,15,0.43139114905737164,0.0664581946640235,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=8,15,0.024504848535547817,0.0005934944915006236,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=10,15,0.03002186704195037,0.0008858010452186172,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=20,15,0.25129127202027673,0.06284339910149475,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=30,15,0.24722869861357288,0.06263004906171081,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,length,T=2000,50,1.7779717609416803,0.5806512952990771,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,length,T=5000,50,0.5705919222161733,0.05999089743178525,,
exact,Qwen3-8B,native_thinking,piecewise_log_needles,length,T=10000,50,0.7568521458136283,0.27903927777850446,,
exact,Qwen3-8B,native_thinking,log_interaction,seed,seed=1234,30,0.32069529420901033,0.06551714953508106,,
exact,Qwen3-8B,native_thinking,log_interaction,seed,seed=1235,30,0.025830076627149434,0.0014976219406500635,,
exact,Qwen3-8B,native_thinking,log_interaction,seed,seed=1236,30,0.025830076627149434,0.0014976219406500635,,
exact,Qwen3-8B,native_thinking,log_interaction,seed,seed=1237,30,0.2270552023853006,0.03463512769049594,,
exact,Qwen3-8B,native_thinking,log_interaction,seed,seed=1238,30,0.025830076627149434,0.0014976219406500635,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=1,15,0.0013493940682776226,1.8370337436720515e-06,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=2,15,0.0033157973768848854,1.1079291751567446e-05,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=3,15,0.005577464499879332,3.1291838880340175e-05,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=4,15,0.00801524346402963,6.448622528201431e-05,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=5,15,0.01057168988431485,0.00011191954451867059,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=6,15,0.42517855096590723,0.06643758881148885,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=8,15,0.018791925048298363,0.00035086685115162317,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=10,15,0.024787151965843825,0.0006068715494757481,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=20,15,0.2510637706898551,0.06282621763406236,,
exact,Qwen3-8B,native_thinking,log_interaction,needle,N=30,15,0.2533460496673611,0.06372477141329944,,
exact,Qwen3-8B,native_thinking,log_interaction,length,T=2000,50,1.748396101317467,0.47066649838703895,,
exact,Qwen3-8B,native_thinking,log_interaction,length,T=5000,50,0.5607113735130308,0.059989497538838504,,
exact,Qwen3-8B,native_thinking,log_interaction,length,T=10000,50,0.8161340324527248,0.26347763802424395,,
bias,Qwen3-8B,native_thinking,intercept_only,seed,seed=1234,28,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,seed,seed=1235,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,seed,seed=1236,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,seed,seed=1237,29,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,seed,seed=1238,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=1,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=2,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=3,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=4,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=5,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=6,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=8,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=10,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=20,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,needle,N=30,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,length,T=2000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,length,T=5000,47,,,0.0,0.0
bias,Qwen3-8B,native_thinking,intercept_only,length,T=10000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,seed,seed=1234,28,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,seed,seed=1235,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,seed,seed=1236,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,seed,seed=1237,29,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,seed,seed=1238,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=1,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=2,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=3,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=4,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=5,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=6,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=8,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=10,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=20,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,needle,N=30,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,length,T=2000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,length,T=5000,47,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_density,length,T=10000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,seed,seed=1234,28,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,seed,seed=1235,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,seed,seed=1236,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,seed,seed=1237,29,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,seed,seed=1238,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=1,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=2,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=3,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=4,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=5,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=6,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=8,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=10,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=20,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,needle,N=30,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,length,T=2000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,length,T=5000,47,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_burden,length,T=10000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,seed,seed=1234,28,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,seed,seed=1235,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,seed,seed=1236,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,seed,seed=1237,29,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,seed,seed=1238,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=1,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=2,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=3,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=4,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=5,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=6,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=8,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=10,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=20,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,needle,N=30,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,length,T=2000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,length,T=5000,47,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_separable,length,T=10000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1234,28,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1235,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1236,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1237,29,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,seed,seed=1238,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=1,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=2,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=3,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=4,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=5,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=6,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=8,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=10,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=20,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,needle,N=30,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,length,T=2000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,length,T=5000,47,,,0.0,0.0
bias,Qwen3-8B,native_thinking,semi_log_needles,length,T=10000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1234,28,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1235,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1236,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1237,29,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,seed,seed=1238,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=1,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=2,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=3,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=4,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=5,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=6,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=8,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=10,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=20,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,needle,N=30,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,length,T=2000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,length,T=5000,47,,,0.0,0.0
bias,Qwen3-8B,native_thinking,piecewise_log_needles,length,T=10000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,seed,seed=1234,28,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,seed,seed=1235,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,seed,seed=1236,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,seed,seed=1237,29,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,seed,seed=1238,30,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=1,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=2,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=3,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=4,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=5,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=6,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=8,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=10,15,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=20,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,needle,N=30,14,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,length,T=2000,50,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,length,T=5000,47,,,0.0,0.0
bias,Qwen3-8B,native_thinking,log_interaction,length,T=10000,50,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,seed,seed=1234,28,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,seed,seed=1235,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,seed,seed=1236,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,seed,seed=1237,29,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,seed,seed=1238,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=1,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=2,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=3,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=4,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=5,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=6,14,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=8,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=10,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=20,14,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,needle,N=30,14,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,length,T=2000,50,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,length,T=5000,47,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,intercept_only,length,T=10000,50,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,seed,seed=1234,28,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,seed,seed=1235,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,seed,seed=1236,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,seed,seed=1237,29,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,seed,seed=1238,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=1,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=2,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=3,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=4,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=5,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=6,14,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=8,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=10,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=20,14,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,needle,N=30,14,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,length,T=2000,50,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,length,T=5000,47,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_density,length,T=10000,50,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,seed,seed=1234,28,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,seed,seed=1235,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,seed,seed=1236,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,seed,seed=1237,29,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,seed,seed=1238,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=1,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=2,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=3,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=4,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=5,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=6,14,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=8,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=10,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=20,14,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,needle,N=30,14,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,length,T=2000,50,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,length,T=5000,47,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_burden,length,T=10000,50,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,seed,seed=1234,28,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,seed,seed=1235,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,seed,seed=1236,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,seed,seed=1237,29,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,seed,seed=1238,30,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,needle,N=1,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,needle,N=2,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,needle,N=3,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,needle,N=4,15,,,0.0,0.0
absolute_error,Qwen3-8B,native_thinking,log_separable,needle,N=5,15,,,0.0,0.0
