model_label,request_id,seed,split,sequence_source,trace_category,causal_cohort,grammar_signature,transition_kind,allowed_estimands,anchor_equivalence_id,anchor_role,anchor_roles,event_specific,from_occurrence,gold_count,grammar_pair,local_anchor_eligible,not_applicable_reason,primary_anchor_eligible,query_full_sequence_token,query_output_token,query_token_id,query_token_text,status,target_city,target_city_output_token_end,target_city_output_token_start,target_city_token_ids,target_city_token_text,target_grammar_class,timing_stage,to_occurrence
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,3,5,same_unit_rank_before_city -> same_unit_rank_before_city,False,delimiter_not_present,False,,,,,not_applicable,Buenos Aires,265,263,"[68073, 64617]", Buenos Aires,same_unit_rank_before_city,P2_post_delimiter,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q260,post_marker,post_marker,True,3,5,same_unit_rank_before_city -> same_unit_rank_before_city,True,,True,10348,260,35074, Fourth,ok,Buenos Aires,265,263,"[68073, 64617]", Buenos Aires,same_unit_rank_before_city,P2_post_marker,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,record_clause_pre_d1,,True,3,5,same_unit_rank_before_city -> same_unit_rank_before_city,False,canonical_clause_not_present,False,,,,,not_applicable,Buenos Aires,265,263,"[68073, 64617]", Buenos Aires,same_unit_rank_before_city,P1_record_clause_entry,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q262,city_pre_d1,city_pre_d1,True,3,5,same_unit_rank_before_city -> same_unit_rank_before_city,True,,True,10350,262,25,:,ok,Buenos Aires,265,263,"[68073, 64617]", Buenos Aires,same_unit_rank_before_city,P3_city_emission,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q269,p0_item_end,p0_item_end,True,4,5,same_unit_rank_before_city -> same_unit_rank_before_city,True,,True,10357,269,382,".

",ok,Bengaluru,300,298,"[49020, 20915]", Bengaluru,same_unit_rank_before_city,P0_previous_item_commit,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q144,block_pre_d1,block_pre_d1,False,4,5,same_unit_rank_before_city -> same_unit_rank_before_city,True,,False,10232,144,1189,".""",ok,Bengaluru,300,298,"[49020, 20915]", Bengaluru,same_unit_rank_before_city,exploratory_block_entry,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q294,unit_pre_d1,unit_pre_d1|pre_marker_d1,True,4,5,same_unit_rank_before_city -> same_unit_rank_before_city,True,,True,10382,294,1189,".""",ok,Bengaluru,300,298,"[49020, 20915]", Bengaluru,same_unit_rank_before_city,P1_target_unit_entry,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q294,pre_marker_d1,unit_pre_d1|pre_marker_d1,True,4,5,same_unit_rank_before_city -> same_unit_rank_before_city,True,,True,10382,294,1189,".""",ok,Bengaluru,300,298,"[49020, 20915]", Bengaluru,same_unit_rank_before_city,P1_pre_marker,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,4,5,same_unit_rank_before_city -> same_unit_rank_before_city,False,delimiter_not_present,False,,,,,not_applicable,Bengaluru,300,298,"[49020, 20915]", Bengaluru,same_unit_rank_before_city,P2_post_delimiter,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q295,post_marker,post_marker,True,4,5,same_unit_rank_before_city -> same_unit_rank_before_city,True,,True,10383,295,22843, Fifth,ok,Bengaluru,300,298,"[49020, 20915]", Bengaluru,same_unit_rank_before_city,P2_post_marker,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,record_clause_pre_d1,,True,4,5,same_unit_rank_before_city -> same_unit_rank_before_city,False,canonical_clause_not_present,False,,,,,not_applicable,Bengaluru,300,298,"[49020, 20915]", Bengaluru,same_unit_rank_before_city,P1_record_clause_entry,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N5_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,same_unit_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q297,city_pre_d1,city_pre_d1,True,4,5,same_unit_rank_before_city -> same_unit_rank_before_city,True,,True,10385,297,25,:,ok,Bengaluru,300,298,"[49020, 20915]", Bengaluru,same_unit_rank_before_city,P3_city_emission,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q515,p0_item_end,p0_item_end,True,1,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10603,515,23,8,ok,Sao Paulo,521,519,"[89872, 36926]", Sao Paulo,adjacent_rank_before_city,P0_previous_item_commit,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q505,block_pre_d1,block_pre_d1,False,1,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,False,10593,505,1447,":

",ok,Sao Paulo,521,519,"[89872, 36926]", Sao Paulo,adjacent_rank_before_city,exploratory_block_entry,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q516,unit_pre_d1,unit_pre_d1|pre_marker_d1,True,1,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10604,516,198,"
",ok,Sao Paulo,521,519,"[89872, 36926]", Sao Paulo,adjacent_rank_before_city,P1_target_unit_entry,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q516,pre_marker_d1,unit_pre_d1|pre_marker_d1,True,1,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10604,516,198,"
",ok,Sao Paulo,521,519,"[89872, 36926]", Sao Paulo,adjacent_rank_before_city,P1_pre_marker,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,1,6,adjacent_rank_before_city -> adjacent_rank_before_city,False,delimiter_not_present,False,,,,,not_applicable,Sao Paulo,521,519,"[89872, 36926]", Sao Paulo,adjacent_rank_before_city,P2_post_delimiter,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q517,post_marker,post_marker,True,1,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10605,517,17,2,ok,Sao Paulo,521,519,"[89872, 36926]", Sao Paulo,adjacent_rank_before_city,P2_post_marker,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,record_clause_pre_d1,,True,1,6,adjacent_rank_before_city -> adjacent_rank_before_city,False,canonical_clause_not_present,False,,,,,not_applicable,Sao Paulo,521,519,"[89872, 36926]", Sao Paulo,adjacent_rank_before_city,P1_record_clause_entry,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,1->2@q518,city_pre_d1,city_pre_d1,True,1,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10606,518,13,.,ok,Sao Paulo,521,519,"[89872, 36926]", Sao Paulo,adjacent_rank_before_city,P3_city_emission,2
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,2->3@q524,p0_item_end,p0_item_end,True,2,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10612,524,23,8,ok,Kyoto,529,528,[81022], Kyoto,adjacent_rank_before_city,P0_previous_item_commit,3
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,2->3@q505,block_pre_d1,block_pre_d1,False,2,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,False,10593,505,1447,":

",ok,Kyoto,529,528,[81022], Kyoto,adjacent_rank_before_city,exploratory_block_entry,3
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,2->3@q525,unit_pre_d1,unit_pre_d1|pre_marker_d1,True,2,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10613,525,198,"
",ok,Kyoto,529,528,[81022], Kyoto,adjacent_rank_before_city,P1_target_unit_entry,3
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,2->3@q525,pre_marker_d1,unit_pre_d1|pre_marker_d1,True,2,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10613,525,198,"
",ok,Kyoto,529,528,[81022], Kyoto,adjacent_rank_before_city,P1_pre_marker,3
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,2,6,adjacent_rank_before_city -> adjacent_rank_before_city,False,delimiter_not_present,False,,,,,not_applicable,Kyoto,529,528,[81022], Kyoto,adjacent_rank_before_city,P2_post_delimiter,3
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,2->3@q526,post_marker,post_marker,True,2,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10614,526,18,3,ok,Kyoto,529,528,[81022], Kyoto,adjacent_rank_before_city,P2_post_marker,3
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,record_clause_pre_d1,,True,2,6,adjacent_rank_before_city -> adjacent_rank_before_city,False,canonical_clause_not_present,False,,,,,not_applicable,Kyoto,529,528,[81022], Kyoto,adjacent_rank_before_city,P1_record_clause_entry,3
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,2->3@q527,city_pre_d1,city_pre_d1,True,2,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10615,527,13,.,ok,Kyoto,529,528,[81022], Kyoto,adjacent_rank_before_city,P3_city_emission,3
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q532,p0_item_end,p0_item_end,True,3,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10620,532,19,4,ok,Buenos Aires,538,536,"[68073, 64617]", Buenos Aires,adjacent_rank_before_city,P0_previous_item_commit,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q505,block_pre_d1,block_pre_d1,False,3,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,False,10593,505,1447,":

",ok,Buenos Aires,538,536,"[68073, 64617]", Buenos Aires,adjacent_rank_before_city,exploratory_block_entry,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q533,unit_pre_d1,unit_pre_d1|pre_marker_d1,True,3,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10621,533,198,"
",ok,Buenos Aires,538,536,"[68073, 64617]", Buenos Aires,adjacent_rank_before_city,P1_target_unit_entry,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q533,pre_marker_d1,unit_pre_d1|pre_marker_d1,True,3,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10621,533,198,"
",ok,Buenos Aires,538,536,"[68073, 64617]", Buenos Aires,adjacent_rank_before_city,P1_pre_marker,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,3,6,adjacent_rank_before_city -> adjacent_rank_before_city,False,delimiter_not_present,False,,,,,not_applicable,Buenos Aires,538,536,"[68073, 64617]", Buenos Aires,adjacent_rank_before_city,P2_post_delimiter,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q534,post_marker,post_marker,True,3,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10622,534,19,4,ok,Buenos Aires,538,536,"[68073, 64617]", Buenos Aires,adjacent_rank_before_city,P2_post_marker,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,record_clause_pre_d1,,True,3,6,adjacent_rank_before_city -> adjacent_rank_before_city,False,canonical_clause_not_present,False,,,,,not_applicable,Buenos Aires,538,536,"[68073, 64617]", Buenos Aires,adjacent_rank_before_city,P1_record_clause_entry,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,3->4@q535,city_pre_d1,city_pre_d1,True,3,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10623,535,13,.,ok,Buenos Aires,538,536,"[68073, 64617]", Buenos Aires,adjacent_rank_before_city,P3_city_emission,4
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q541,p0_item_end,p0_item_end,True,4,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10629,541,21,6,ok,Bengaluru,547,545,"[49020, 20915]", Bengaluru,adjacent_rank_before_city,P0_previous_item_commit,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q505,block_pre_d1,block_pre_d1,False,4,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,False,10593,505,1447,":

",ok,Bengaluru,547,545,"[49020, 20915]", Bengaluru,adjacent_rank_before_city,exploratory_block_entry,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q542,unit_pre_d1,unit_pre_d1|pre_marker_d1,True,4,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10630,542,198,"
",ok,Bengaluru,547,545,"[49020, 20915]", Bengaluru,adjacent_rank_before_city,P1_target_unit_entry,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q542,pre_marker_d1,unit_pre_d1|pre_marker_d1,True,4,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10630,542,198,"
",ok,Bengaluru,547,545,"[49020, 20915]", Bengaluru,adjacent_rank_before_city,P1_pre_marker,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,4,6,adjacent_rank_before_city -> adjacent_rank_before_city,False,delimiter_not_present,False,,,,,not_applicable,Bengaluru,547,545,"[49020, 20915]", Bengaluru,adjacent_rank_before_city,P2_post_delimiter,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q543,post_marker,post_marker,True,4,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10631,543,20,5,ok,Bengaluru,547,545,"[49020, 20915]", Bengaluru,adjacent_rank_before_city,P2_post_marker,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,record_clause_pre_d1,,True,4,6,adjacent_rank_before_city -> adjacent_rank_before_city,False,canonical_clause_not_present,False,,,,,not_applicable,Bengaluru,547,545,"[49020, 20915]", Bengaluru,adjacent_rank_before_city,P1_record_clause_entry,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,4->5@q544,city_pre_d1,city_pre_d1,True,4,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10632,544,13,.,ok,Bengaluru,547,545,"[49020, 20915]", Bengaluru,adjacent_rank_before_city,P3_city_emission,5
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q550,p0_item_end,p0_item_end,True,5,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10638,550,24,9,ok,Mumbai,555,554,[34712], Mumbai,adjacent_rank_before_city,P0_previous_item_commit,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q505,block_pre_d1,block_pre_d1,False,5,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,False,10593,505,1447,":

",ok,Mumbai,555,554,[34712], Mumbai,adjacent_rank_before_city,exploratory_block_entry,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q551,unit_pre_d1,unit_pre_d1|pre_marker_d1,True,5,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10639,551,198,"
",ok,Mumbai,555,554,[34712], Mumbai,adjacent_rank_before_city,P1_target_unit_entry,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q551,pre_marker_d1,unit_pre_d1|pre_marker_d1,True,5,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10639,551,198,"
",ok,Mumbai,555,554,[34712], Mumbai,adjacent_rank_before_city,P1_pre_marker,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,,post_open_delimiter,,True,5,6,adjacent_rank_before_city -> adjacent_rank_before_city,False,delimiter_not_present,False,,,,,not_applicable,Mumbai,555,554,[34712], Mumbai,adjacent_rank_before_city,P2_post_delimiter,6
Qwen3-8B,Qwen3-8B/native_thinking/v5/V4_4_T10000_N6_seed1262,1262,confirmation,rank_supported_episode,one_to_one,primary_rank_resolved_full_chain,adjacent_rank_before_city,continue_to_next_city,source_to_city_retrieval|rank_core_and_format_controls|continue_to_next_city|terminal_stop|serial_mediation,5->6@q552,post_marker,post_marker,True,5,6,adjacent_rank_before_city -> adjacent_rank_before_city,True,,True,10640,552,21,6,ok,Mumbai,555,554,[34712], Mumbai,adjacent_rank_before_city,P2_post_marker,6
